Polymer,Polymer CAS,Polymer SMILES,Solvent,Solvent CAS,Solvent SMILES,Mw(Da),PDI,ϕ,w,P(Mpa),CP(°C),1-Phase,Ref.
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,280000,4.83,0.13972,0.1796,0.1,23.5,positive,See 1984GIL in ISBN: 9781420067989
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,20200,1.06,0.116,NaN,0.1,25.7,positive,doi.org/10.1063/1.439127
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,1560000,1.03,0.0092,NaN,0.1,30.1,positive,doi.org/10.1103/PhysRevA.18.2683
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,22100,1.03,0.20245,0.2499,1.82,155,negative,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,280000,4.83,0.13984,0.17974,0.1,22.96,positive,See 1984GIL in ISBN: 9781420067989
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,200000,1.02,0.0333,NaN,0.1,23.61,positive,doi.org/10.1063/1.430349
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,22100,1.03,0.20245,0.2499,4.55,63.83,positive,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,2700000,1.1,0.01177,0.0158,0.1,215.94,negative,doi.org/10.1021/ma60032a020
polystyrene,9003-53-6,*C(C*)c1ccccc1,nitroethane,79-24-3,CC[N+](=O)[O-],30740,1.06,0.1503,0.1503,0.63,24.3,positive,doi.org/10.1006/jcht.1999.0607
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,1560000,1.03,0.0078,NaN,0.1,29.95,positive,doi.org/10.1103/PhysRevA.18.2683
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,17300,1.06,0.1097,NaN,0.1,22.75,positive,doi.org/10.1063/1.439127
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,280000,4.83,0.1715,0.21815,0.1,23.5,positive,See 1984GIL in ISBN: 9781420067989
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,1560000,1.03,0.0041,NaN,0.1,29.12,positive,doi.org/10.1103/PhysRevA.18.2683
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,405000,2.83,0.03563,0.0482,65.87,43.79,positive,doi.org/10.1016/S0378-3812(97)00157-X
polystyrene,9003-53-6,*C(C*)c1ccccc1,"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],13500,1.06,0.19786,0.229,2.01,59.37,positive,doi.org/10.1021/ma00107a011
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,280000,4.83,0.16282,0.2077,0.1,22.07,positive,See 1984GIL in ISBN: 9781420067989
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,16100,1.06,0.2115,NaN,0.1,22.78,positive,doi.org/10.1063/1.439127
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,239000,2.78,0.1643,NaN,0.1,23.83,positive,doi.org/10.1103/PhysRevE.55.3159
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,209000,2.13,0.1171,NaN,0.1,224.3,negative,doi.org/10.1002/(SICI)1521-3935(19990801)200:8<1889::AID-MACP1889>3.0.CO;2-A
polystyrene,9003-53-6,*C(C*)c1ccccc1,dodecadeuterocyclohexane,1735-17-7,[2H]C1([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C1([2H])[2H],25000,1.06,0.088,NaN,0.1,10.16,positive,doi.org/10.1039/B301190A
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,18700,1.06,0.2271,NaN,0.1,23.16,positive,doi.org/10.1063/1.479914
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,8000,1.09,0.24615,0.3,3.42,-3.01,positive,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,200000,1.02,0.0791,NaN,0.1,23.84,positive,doi.org/10.1063/1.430349
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,190000,1.04,0.02288,0.0306,0.1,23.38,positive,See 1996RON in ISBN: 9781420067989
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,8000,1.09,0.17688,0.22,4.09,-4.16,positive,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,25000,1.06,0.13391,0.1687,2.61,99.57,positive,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,16100,1.06,0.05859,0.0786,33.05,19.36,positive,doi.org/10.1063/1.464440
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,22100,1.03,0.08414,0.1076,4.4,64.1,positive,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,16100,1.06,0.3088,NaN,0.1,21.01,positive,doi.org/10.1063/1.439127
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,405000,2.83,0.03383,0.0458,8.78,54.77,positive,doi.org/10.1016/S0378-3812(97)00157-X
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,200000,1.02,0.0404,NaN,0.1,23.74,positive,doi.org/10.1063/1.430349
polystyrene,9003-53-6,*C(C*)c1ccccc1,tert-butyl acetate,540-88-5,CC(=O)OC(C)(C)C,233000,1.06,0.05933,0.071,0.1,130,negative,doi.org/10.1021/ma00015a024
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,25000,1.06,0.199,0.2459,4.06,92.51,positive,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,dodecadeuterocyclohexane,1735-17-7,[2H]C1([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C1([2H])[2H],400000,1.06,0.089,NaN,0.1,29.73,positive,doi.org/10.1039/B301190A
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,423300,1.24,0.13037,0.1681,0.1,24.29,positive,See 1986KRU in ISBN: 9781420067989
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,22100,1.03,0.07007,0.09,4.38,63.09,positive,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,100000,1.06,0.19912,0.251,0.1,230.4,negative,doi.org/10.1002/app.1993.070470707
polystyrene,9003-53-6,*C(C*)c1ccccc1,acetaldehyde,75-07-0,CC=O,4140,1.03,0.13206,0.17,3.05,111.04,negative,"See 1997DES in ISBN: 9781420067989, doi.org/10.1002/(SICI)1099-0488(199703)35:4<631::AID-POLB11>3.0.CO;2-H"
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,190500,2.29,0.0912,NaN,0.1,24.87,positive,"doi.org/10.1016/S0378-3812(99)00017-5, doi.org/10.1016/S0014-3057(98)00245-6"
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,1560000,1.03,0.0184,NaN,0.1,30.44,positive,doi.org/10.1103/PhysRevA.18.2683
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,239000,2.78,0.1145,NaN,0.1,25.69,positive,doi.org/10.1103/PhysRevE.55.3159
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,400000,1.06,0.03036,0.0405,0.1,27.03,positive,doi.org/10.1021/ma60032a020
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,346000,1.65,0.02583,0.0345,0.1,26,positive,doi.org/10.1002/macp.1965.020880115
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,22100,1.03,0.04638,0.06,2.41,58.62,positive,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,111000,1.05,0.08399,0.11,0.1,21.33,positive,See 1986KRU in ISBN: 9781420067989
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,405000,2.83,0.05069,0.0682,4.99,56.74,positive,doi.org/10.1016/S0378-3812(97)00157-X
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,405000,2.83,0.00805,0.011,9.08,53.02,positive,doi.org/10.1016/S0378-3812(97)00157-X
polystyrene,9003-53-6,*C(C*)c1ccccc1,2-propanone,67-64-1,CC(=O)C,13500,1.06,0.18284,0.229,0.82,11.37,positive,doi.org/10.1021/ma00107a011
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,405000,2.83,0.14369,0.187,9.9,50.76,positive,doi.org/10.1016/S0378-3812(97)00157-X
polystyrene,9003-53-6,*C(C*)c1ccccc1,butyl acetate,123-86-4,CCCCOC(=O)C,600000,1.1,0.07108,0.0841,0.1,217.2,negative,doi.org/10.1016/0032-3861(95)91454-F
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,335500,1.69,0.05944,0.0785,0.1,24.82,positive,See 1986KRU in ISBN: 9781420067989
polystyrene,9003-53-6,*C(C*)c1ccccc1,ethyl acetate,141-78-6,CCOC(=O)C,233000,1.06,0.04413,0.051,0.1,151.8,negative,doi.org/10.1021/ma00015a024
polystyrene,9003-53-6,*C(C*)c1ccccc1,pentyl acetate,628-63-7,CCCCCOC(=O)C,1971000,1.26,0.00417,0.005,0.1,237.1,negative,doi.org/10.1016/0032-3861(95)91454-F
polystyrene,9003-53-6,*C(C*)c1ccccc1,nitroethane,79-24-3,CC[N+](=O)[O-],13500,1.06,0.1215,0.1215,4.39,6.35,positive,doi.org/10.1006/jcht.1999.0607
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,209000,2.13,0.0357,NaN,0.1,27.1,positive,doi.org/10.1002/(SICI)1521-3935(19990801)200:8<1889::AID-MACP1889>3.0.CO;2-A
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,31600,1.09,0.09681,0.1281,7.05,29.82,positive,doi.org/10.1016/S0378-3812(97)00302-6
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,346000,1.65,0.01814,0.0243,0.1,24,positive,doi.org/10.1002/macp.1965.020880115
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,31600,1.09,0.02377,0.0323,5.05,25.43,positive,doi.org/10.1016/S0378-3812(97)00302-6
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,405000,2.83,0.03563,0.0482,0.98,59.46,positive,doi.org/10.1016/S0378-3812(97)00157-X
polystyrene,9003-53-6,*C(C*)c1ccccc1,dodecadeuterocyclohexane,1735-17-7,[2H]C1([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C1([2H])[2H],400000,1.06,0.037,NaN,0.1,30.09,positive,doi.org/10.1039/B301190A
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,405000,2.83,0.01836,0.025,39.3,45.47,positive,doi.org/10.1016/S0378-3812(97)00157-X
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,100000,1.06,0.00371,0.005,0.1,15.3,positive,doi.org/10.1021/ma00015a024
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexanol,108-93-0,OC1CCCCC1,4215,1.07,0.13796,0.1507,0.1,45.39,positive,doi.org/10.1021/je0504865
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,90000,1.04,0.00751,0.0101,0.1,15.65,positive,doi.org/10.1016/S0378-3812(99)00128-4
polystyrene,9003-53-6,*C(C*)c1ccccc1,ethyl acetate,141-78-6,CCOC(=O)C,100000,1.06,0.0086,0.01,0.1,171.5,negative,doi.org/10.1021/ma00015a024
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,17500,1.06,0.14197,0.18487,40,20.77,positive,doi.org/10.1002/macp.1994.021950233
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,200000,1.02,0.1162,NaN,0.1,23.56,positive,doi.org/10.1063/1.430349
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,1560000,1.03,0.0439,NaN,0.1,30.47,positive,doi.org/10.1103/PhysRevA.18.2683
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,405000,2.83,0.00805,0.011,5.77,54.52,positive,doi.org/10.1016/S0378-3812(97)00157-X
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,405000,2.83,0.05069,0.0682,1.97,58.64,positive,doi.org/10.1016/S0378-3812(97)00157-X
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,280000,4.83,0.08326,0.10907,0.1,24.83,positive,See 1984GIL in ISBN: 9781420067989
polystyrene,9003-53-6,*C(C*)c1ccccc1,trans-decahydronaphthalene,493-02-7,C1CCC2CCCCC2C1,90000,1.04,0.17018,0.1984,0.1,8.3,positive,doi.org/10.1016/0032-3861(95)91454-F
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,400000,1.06,0.01827,0.02488,0.1,221.85,negative,doi.org/10.1021/ma60032a020
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,22100,1.03,0.15154,0.1899,4.88,181.48,negative,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,2-propanone,67-64-1,CC(=O)C,22100,1.03,0.1141,0.146,1.33,54.37,positive,doi.org/10.1021/ma00107a011
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,769500,1.28,0.08557,0.112,0.1,26.29,positive,See 1986KRU in ISBN: 9781420067989
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,346000,1.65,0.23169,0.289,0.1,22,positive,doi.org/10.1002/macp.1965.020880115
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,405000,2.83,0.04449,0.06,3.76,57.56,positive,doi.org/10.1016/S0378-3812(97)00157-X
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,10200,1.06,0.15197,0.1972,1.18,12.43,positive,doi.org/10.1063/1.464440
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,280000,4.83,0.03199,0.04265,0.1,23.5,positive,See 1984GIL in ISBN: 9781420067989
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,405000,2.83,0.03563,0.0482,75.48,43.53,positive,doi.org/10.1016/S0378-3812(97)00157-X
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,17300,1.06,0.0809,NaN,0.1,22.12,positive,doi.org/10.1063/1.439127
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,405000,2.83,0.05069,0.0682,27.32,48.77,positive,doi.org/10.1016/S0378-3812(97)00157-X
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,25000,1.06,0.17688,0.22,4.3,155.74,negative,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,16100,1.06,0.13168,0.1721,1.86,22.76,positive,doi.org/10.1063/1.464440
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,209000,2.13,0.0891,NaN,0.1,25.96,positive,"doi.org/10.1016/S0378-3812(99)00017-5, doi.org/10.1016/S0014-3057(98)00245-6"
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,22100,1.03,0.07007,0.09,1.07,148.42,negative,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,10200,1.06,0.15197,0.1972,19.91,10.91,positive,doi.org/10.1063/1.464440
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,200000,1.02,0.0137,NaN,0.1,22.41,positive,doi.org/10.1063/1.430349
polystyrene,9003-53-6,*C(C*)c1ccccc1,nitroethane,79-24-3,CC[N+](=O)[O-],90100,1.04,0.1245,0.1245,0.54,43.15,positive,doi.org/10.1006/jcht.1999.0607
polystyrene,9003-53-6,*C(C*)c1ccccc1,2-propanone,67-64-1,CC(=O)C,13500,1.06,0.16852,0.212,0.05,12.97,positive,doi.org/10.1021/ma00107a011
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,101400,1.09,0.08714,0.114,7.4,257.8,negative,See 1999BUN in ISBN: 9781420067989
polystyrene,9003-53-6,*C(C*)c1ccccc1,diisodecyl phthalate,26761-40-0,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,235000,2.1,0.18715,0.2,0.1,56.35,positive,See 2001HE1 in ISBN: 9036516463
polystyrene,9003-53-6,*C(C*)c1ccccc1,dodecadeuterocyclohexane,1735-17-7,[2H]C1([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C1([2H])[2H],2000000,1.3,0.019,NaN,0.1,34.2,positive,doi.org/10.1039/B301190A
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,250000,3.91,0.103,0.136,3,54.53,positive,doi.org/10.1016/S0378-3812(97)00302-6
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,8000,1.09,0.22857,0.28,2.91,-2.19,positive,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,109000,1.06,0.0169,NaN,0.1,47.07,positive,doi.org/10.1063/1.439127
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,22100,1.03,0.04638,0.06,2.05,58.62,positive,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,200000,1.02,0.0769,NaN,0.1,23.84,positive,doi.org/10.1063/1.430349
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,346000,1.65,0.02999,0.04,0.1,27.8,positive,doi.org/10.1002/macp.1965.020880115
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,22100,1.03,0.12673,0.16,2.88,163.77,negative,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,200000,1.02,0.0385,NaN,0.1,23.72,positive,doi.org/10.1063/1.430349
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,200000,1.02,0.0432,NaN,0.1,23.77,positive,doi.org/10.1063/1.430349
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,16100,1.06,0.19234,0.2461,82.08,19.72,positive,doi.org/10.1063/1.464440
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,405000,2.83,0.14369,0.187,3.08,245.7,negative,doi.org/10.1016/S0378-3812(97)00157-X
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,405000,2.83,0.0049,0.0067,6.02,54.08,positive,doi.org/10.1016/S0378-3812(97)00157-X
polystyrene,9003-53-6,*C(C*)c1ccccc1,butyl acetate,123-86-4,CCCCOC(=O)C,233000,1.06,0.11056,0.1298,0.1,221.2,negative,doi.org/10.1016/0032-3861(95)91454-F
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,17500,1.06,0.2148,0.27272,80,20.99,positive,doi.org/10.1002/macp.1994.021950233
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,190500,2.29,0.0624,NaN,0.1,224.18,negative,doi.org/10.1002/(SICI)1521-3935(19990801)200:8<1889::AID-MACP1889>3.0.CO;2-A
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,2700000,1.1,0.01408,0.0192,0.1,215.46,negative,doi.org/10.1021/ma60032a020
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclopentane,287-92-3,C1CCCC1,43000,1.01,0.07994,0.1091,0.1,181.1,negative,doi.org/10.1002/pen.760330806
polystyrene,9003-53-6,*C(C*)c1ccccc1,nitroethane,79-24-3,CC[N+](=O)[O-],30740,1.06,0.1126,0.1126,0.79,24.02,positive,doi.org/10.1006/jcht.1999.0607
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,16100,1.06,0.09728,0.1287,24.61,20.27,positive,doi.org/10.1063/1.464440
polystyrene,9003-53-6,*C(C*)c1ccccc1,nitroethane,79-24-3,CC[N+](=O)[O-],30740,1.06,0.0944,0.0944,0.23,23.87,positive,doi.org/10.1006/jcht.1999.0607
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,346000,1.65,0.11577,0.15,0.1,26.2,positive,doi.org/10.1002/macp.1965.020880115
polystyrene,9003-53-6,*C(C*)c1ccccc1,acetaldehyde,75-07-0,CC=O,4140,1.03,0.08527,0.1115,0.56,13.57,positive,"See 1997DES in ISBN: 9781420067989, doi.org/10.1002/(SICI)1099-0488(199703)35:4<631::AID-POLB11>3.0.CO;2-H"
polystyrene,9003-53-6,*C(C*)c1ccccc1,"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],13500,1.06,0.11126,0.131,1.59,66.16,positive,doi.org/10.1021/ma00107a011
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,190000,1.04,0.08015,0.1051,0.1,23.95,positive,See 1996RON in ISBN: 9781420067989
polystyrene,9003-53-6,*C(C*)c1ccccc1,"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],7800,1.18,0.12695,0.149,0.1,13.6,positive,doi.org/10.1063/1.1143329
polystyrene,9003-53-6,*C(C*)c1ccccc1,2-propanone,67-64-1,CC(=O)C,22100,1.03,0.1141,0.146,0.98,57.4,positive,doi.org/10.1021/ma00107a011
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,200000,1.02,0.094,NaN,0.1,23.79,positive,doi.org/10.1063/1.430349
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,31600,1.09,0.02377,0.0323,7.05,25.1,positive,doi.org/10.1016/S0378-3812(97)00302-6
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,280000,4.83,0.06553,0.08636,0.1,25.46,positive,See 1984GIL in ISBN: 9781420067989
polystyrene,9003-53-6,*C(C*)c1ccccc1,nitroethane,79-24-3,CC[N+](=O)[O-],129200,1.03,0.0929,0.0929,0.58,49.88,positive,doi.org/10.1006/jcht.1999.0607
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,37900,1.01,0.00944,0.0129,0.1,27.84,positive,See 1996RON in ISBN: 9781420067989
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,22100,1.03,0.15154,0.1899,0.93,81.95,positive,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,405000,2.83,0.04827,0.065,3.06,236.46,negative,doi.org/10.1016/S0378-3812(97)00157-X
polystyrene,9003-53-6,*C(C*)c1ccccc1,nitroethane,79-24-3,CC[N+](=O)[O-],129200,1.03,0.0355,0.0355,5.84,47.59,positive,doi.org/10.1006/jcht.1999.0607
polystyrene,9003-53-6,*C(C*)c1ccccc1,acetaldehyde,75-07-0,CC=O,4140,1.03,0.09618,0.1253,0.74,11.3,positive,"See 1997DES in ISBN: 9781420067989, doi.org/10.1002/(SICI)1099-0488(199703)35:4<631::AID-POLB11>3.0.CO;2-H"
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,123000,1.06,0.091,NaN,0.1,21.46,positive,doi.org/10.1039/B301190A
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,25000,1.06,0.199,0.2459,3.47,147.13,negative,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,tert-butyl acetate,540-88-5,CC(=O)OC(C)(C)C,600000,1.1,0.08485,0.101,0.1,1.7,positive,doi.org/10.1021/ma00015a024
polystyrene,9003-53-6,*C(C*)c1ccccc1,nitroethane,79-24-3,CC[N+](=O)[O-],129200,1.03,0.0355,0.0355,3.27,48.39,positive,doi.org/10.1006/jcht.1999.0607
polystyrene,9003-53-6,*C(C*)c1ccccc1,methylcyclohexane,108-87-2,CC1CCCCC1,17500,1.06,0.24049,0.30267,0.1,23.83,positive,doi.org/10.1002/macp.1994.021950233
polystyrene,9003-53-6,*C(C*)c1ccccc1,nitroethane,79-24-3,CC[N+](=O)[O-],90100,1.04,0.139,0.139,4.68,41.69,positive,doi.org/10.1006/jcht.1999.0607
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,22100,1.03,0.12673,0.16,1.54,77.79,positive,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,propionitrile,107-12-0,CCC#N,25000,1.06,0.24359,0.2971,2.98,156.58,negative,doi.org/10.1021/ma9517308
polystyrene,9003-53-6,*C(C*)c1ccccc1,cyclohexane,110-82-7,C1CCCCC1,200000,1.02,0.0201,NaN,0.1,23.08,positive,doi.org/10.1063/1.430349
